"drug","conc","units","block","channel"
"azimilide",30,"nM",11.24795,"hERG"
"azimilide",300,"nM",30.29557,"hERG"
"azimilide",3000,"nM",88.25944,"hERG"
"azimilide",18000,"nM",100,"hERG"
"azimilide",30,"nM",11.30335,"hERG"
"azimilide",300,"nM",40.94579,"hERG"
"azimilide",3000,"nM",90.19608,"hERG"
"azimilide",18000,"nM",101.6148,"hERG"
"azimilide",30,"nM",10.13667,"hERG"
"azimilide",300,"nM",49.88611,"hERG"
"azimilide",3000,"nM",92.9385,"hERG"
"azimilide",18000,"nM",99.88611,"hERG"
"azimilide",30,"nM",2.493606,"hERG"
"azimilide",300,"nM",25.70332,"hERG"
"azimilide",3000,"nM",73.59335,"hERG"
"azimilide",18000,"nM",87.34015,"hERG"
"azimilide",30,"nM",8.586232,"hERG"
"azimilide",300,"nM",30.49593,"hERG"
"azimilide",3000,"nM",71.79867,"hERG"
"azimilide",18000,"nM",82.16136,"hERG"
"azimilide",30,"nM",27.53994,"hERG"
"azimilide",300,"nM",55.07987,"hERG"
"azimilide",3000,"nM",93.48243,"hERG"
"azimilide",18000,"nM",106.0703,"hERG"
"astemizole",0.3,"nM",8.01636,"hERG"
"astemizole",30,"nM",8.01636,"hERG"
"astemizole",300,"nM",91.32924,"hERG"
"astemizole",3000,"nM",100.6135,"hERG"
"astemizole",0.3,"nM",4.315961,"hERG"
"astemizole",30,"nM",8.306189,"hERG"
"astemizole",300,"nM",89.57655,"hERG"
"astemizole",3000,"nM",99.42997,"hERG"
"astemizole",0.3,"nM",8.376422,"hERG"
"astemizole",30,"nM",29.05895,"hERG"
"astemizole",300,"nM",66.08066,"hERG"
"astemizole",3000,"nM",74.35367,"hERG"
"astemizole",0.3,"nM",24.36116,"hERG"
"astemizole",30,"nM",40.7155,"hERG"
"astemizole",300,"nM",81.77172,"hERG"
"astemizole",3000,"nM",91.65247,"hERG"
