drug,conc,units,channel,block
loratadine,0.45,nM,ICaL,-22.663
loratadine,0.45,nM,hERG,8.937
loratadine,450,nM,hERG,26.613
loratadine,450,nM,hERG,17.1
loratadine,0.45,nM,ICaL,-12.24
loratadine,4.5,nM,INa,-19.465
loratadine,4.5,nM,INa,6.021
loratadine,4.5,nM,INa,-5.734
loratadine,0.45,nM,hERG,9.189
loratadine,0.45,nM,hERG,8.939
loratadine,4.5,nM,hERG,2.494
loratadine,4.5,nM,hERG,10.537
loratadine,4.5,nM,hERG,6.648
loratadine,4.5,nM,hERG,12.926
loratadine,450,nM,hERG,19.379
loratadine,4.5,nM,ICaL,-5.819
loratadine,4.5,nM,ICaL,3.274
loratadine,4.5,nM,ICaL,17.515
loratadine,450,nM,hERG,15.496
loratadine,35000,nM,hERG,104.042
loratadine,35000,nM,hERG,108.32
loratadine,450,nM,INa,-1.218
loratadine,450,nM,INa,-12.707
loratadine,450,nM,INa,-1.673
loratadine,0.45,nM,ICaL,-19.22
loratadine,4.5,nM,ICaL,10.033
loratadine,0.45,nM,INa,-11.15
loratadine,0.45,nM,INa,-1.067
loratadine,0.45,nM,INa,-1.327
loratadine,0.45,nM,INa,-11.921
loratadine,0.45,nM,INaL,8.369
loratadine,0.45,nM,INaL,20.718
loratadine,0.45,nM,INaL,15.751
loratadine,0.45,nM,INaL,5.216
loratadine,4.5,nM,INaL,-0.499
loratadine,4.5,nM,INaL,10.659
loratadine,4.5,nM,INaL,-0.576
loratadine,4.5,nM,INaL,7.831
loratadine,450,nM,INaL,10.011
loratadine,450,nM,INaL,12.043
loratadine,450,nM,INaL,25.792
loratadine,450,nM,INaL,12.58
loratadine,35000,nM,INaL,95.781
loratadine,450,nM,ICaL,9.402
loratadine,450,nM,ICaL,-1.305
loratadine,450,nM,ICaL,6.756
loratadine,450,nM,ICaL,10.296
loratadine,35000,nM,ICaL,99.937
loratadine,35000,nM,ICaL,90.048
loratadine,35000,nM,ICaL,102.495
loratadine,35000,nM,INa,78.064
loratadine,35000,nM,INa,89.077
loratadine,35000,nM,ICaL,99.87
loratadine,35000,nM,INa,68.754
loratadine,35000,nM,INaL,97.52
loratadine,35000,nM,INaL,99.98
loratadine,35000,nM,INa,78.328
loratadine,35000,nM,hERG,104.562
loratadine,35000,nM,hERG,105.153
loratadine,35000,nM,INaL,88.65
clozapine,71000,nM,hERG,108.733
clozapine,71000,nM,ICaL,103.593
clozapine,7100,nM,INaL,84.559
clozapine,71000,nM,ICaL,65.241
clozapine,71000,nM,INaL,94.311
clozapine,71000,nM,INaL,92.941
clozapine,7100,nM,INaL,86.732
clozapine,71000,nM,INaL,93.924
clozapine,71000,nM,hERG,108.144
clozapine,7100,nM,ICaL,70.399
clozapine,71000,nM,ICaL,111.326
clozapine,71000,nM,ICaL,116.068
clozapine,710,nM,hERG,42.064
clozapine,710,nM,hERG,29.56
clozapine,710,nM,hERG,35.098
clozapine,710,nM,hERG,31.393
clozapine,7100,nM,hERG,100.096
clozapine,7100,nM,hERG,94.802
clozapine,7100,nM,hERG,97.671
clozapine,71000,nM,INaL,88.55
clozapine,71000,nM,hERG,107.594
clozapine,7100,nM,ICaL,74.732
clozapine,71,nM,hERG,12.089
clozapine,7100,nM,ICaL,86.247
clozapine,71,nM,hERG,-1.17
clozapine,71,nM,hERG,-2.182
clozapine,71,nM,ICaL,-24.862
clozapine,71,nM,ICaL,-17.997
clozapine,71,nM,ICaL,33.1
clozapine,71,nM,ICaL,-24.133
clozapine,710,nM,ICaL,-22.653
clozapine,710,nM,ICaL,-31.457
clozapine,7100,nM,hERG,100.924
clozapine,71000,nM,hERG,107.857
clozapine,7100,nM,ICaL,62.293
clozapine,71,nM,INaL,7.166
clozapine,71,nM,hERG,-10.384
clozapine,71,nM,INaL,7.148
clozapine,710,nM,INaL,20.576
clozapine,710,nM,INaL,18.844
clozapine,710,nM,INaL,19.144
clozapine,710,nM,INaL,6.015
clozapine,7100,nM,INaL,85.773
clozapine,7100,nM,INaL,78.77
clozapine,71,nM,INa,0.984
clozapine,710,nM,ICaL,-5.45
clozapine,71,nM,INaL,15.491
clozapine,71,nM,INa,-3.645
clozapine,71,nM,INaL,5.216
clozapine,710,nM,INa,0.693
clozapine,710,nM,INa,-7.019
clozapine,710,nM,INa,3.07
clozapine,710,nM,INa,-6.178
clozapine,7100,nM,INa,43.37
clozapine,7100,nM,INa,27.648
clozapine,7100,nM,INa,48.186
clozapine,71000,nM,INa,97.266
clozapine,71000,nM,INa,93.796
clozapine,71000,nM,INa,96.355
clozapine,71000,nM,INa,99.459
clozapine,71,nM,INa,-1.342
clozapine,71,nM,INa,-3.569
clozapine,7100,nM,INa,30.992
clarithromycin,120.6,nM,INaL,14.007
clarithromycin,1206,nM,INaL,4.017
clarithromycin,1.00E+05,nM,INaL,33.986
clarithromycin,12060,nM,INaL,-1.977
clarithromycin,12060,nM,INaL,6.197
clarithromycin,1206,nM,INaL,-10.05
clarithromycin,1206,nM,INaL,7.347
clarithromycin,12060,nM,INaL,2.818
clarithromycin,1.00E+05,nM,INaL,20.775
clarithromycin,12060,nM,INaL,-1.456
clarithromycin,120.6,nM,INaL,10.011
clarithromycin,120.6,nM,INaL,-6.393
clarithromycin,120.6,nM,INaL,2.019
clarithromycin,120.6,nM,hERG,0.808
clarithromycin,120.6,nM,hERG,-14.477
clarithromycin,1206,nM,INaL,4.224
clarithromycin,1206,nM,hERG,8.394
clarithromycin,1206,nM,hERG,15.214
clarithromycin,1206,nM,hERG,5.571
clarithromycin,1206,nM,hERG,12.611
clarithromycin,120.6,nM,ICaL,13.691
clarithromycin,1.00E+05,nM,INaL,21.477
clarithromycin,1206,nM,ICaL,17.005
clarithromycin,1206,nM,ICaL,-2.752
clarithromycin,1.00E+05,nM,INaL,8.046
clarithromycin,12060,nM,hERG,35.387
clarithromycin,1.00E+05,nM,hERG,78.522
clarithromycin,120.6,nM,hERG,-0.324
clarithromycin,120.6,nM,hERG,-4.768
clarithromycin,120.6,nM,ICaL,14.565
clarithromycin,120.6,nM,ICaL,-25.565
clarithromycin,120.6,nM,ICaL,-4.967
clarithromycin,12060,nM,INa,3.556
clarithromycin,12060,nM,INa,-15.636
clarithromycin,1206,nM,ICaL,-8.949
clarithromycin,120.6,nM,INa,10.654
clarithromycin,120.6,nM,INa,-12.321
clarithromycin,120.6,nM,INa,-1.742
clarithromycin,120.6,nM,INa,-20.228
clarithromycin,1206,nM,INa,-3.818
clarithromycin,1206,nM,INa,-27.595
clarithromycin,1206,nM,INa,-12.233
clarithromycin,1206,nM,INa,-1.158
clarithromycin,12060,nM,INa,2.685
clarithromycin,12060,nM,INa,-6.663
clarithromycin,1.00E+05,nM,ICaL,43.533
clarithromycin,1.00E+05,nM,ICaL,21.612
clarithromycin,1.00E+05,nM,INa,7.646
clarithromycin,1.00E+05,nM,INa,8.843
clarithromycin,12060,nM,hERG,42.753
clarithromycin,12060,nM,hERG,35.195
clarithromycin,12060,nM,hERG,43.719
clarithromycin,1.00E+05,nM,hERG,75.66
clarithromycin,12060,nM,ICaL,10.234
clarithromycin,1.00E+05,nM,hERG,82.999
clarithromycin,1.00E+05,nM,hERG,71.116
clarithromycin,1.00E+05,nM,INa,21.301
clarithromycin,1.00E+05,nM,ICaL,41.178
clarithromycin,12060,nM,ICaL,-3.651
clarithromycin,1.00E+05,nM,INa,21.283
clarithromycin,12060,nM,ICaL,-9.498
clarithromycin,1.00E+05,nM,ICaL,44.428
clarithromycin,12060,nM,ICaL,5.812
vandetanib,16800,nM,ICaL,111.456
vandetanib,16800,nM,ICaL,104.476
vandetanib,30,nM,INaL,11.774
vandetanib,3000,nM,INaL,32.767
vandetanib,30,nM,INaL,-12.703
vandetanib,16800,nM,ICaL,101.803
vandetanib,30,nM,INa,-6.97
vandetanib,30,nM,INa,-5.484
vandetanib,300,nM,INaL,11.568
vandetanib,300,nM,INaL,-20.325
vandetanib,300,nM,INaL,2.254
vandetanib,16800,nM,ICaL,100.569
vandetanib,300,nM,INaL,11.509
vandetanib,3000,nM,INaL,20.345
vandetanib,3000,nM,INaL,39.98
vandetanib,16800,nM,INaL,93.78
vandetanib,16800,nM,INaL,84.86
vandetanib,16800,nM,INaL,97.104
vandetanib,16800,nM,INaL,88.988
vandetanib,3000,nM,ICaL,26.564
vandetanib,3000,nM,ICaL,27.005
vandetanib,3000,nM,ICaL,53.304
vandetanib,16800,nM,hERG,107.801
vandetanib,300,nM,INa,-12.553
vandetanib,30,nM,ICaL,12.44
vandetanib,30,nM,ICaL,1.911
vandetanib,30,nM,ICaL,-16.48
vandetanib,30,nM,ICaL,-14.78
vandetanib,300,nM,ICaL,3.863
vandetanib,300,nM,ICaL,10.41
vandetanib,30,nM,INa,-15.909
vandetanib,30,nM,INaL,2.755
vandetanib,30,nM,INaL,14.578
vandetanib,30,nM,hERG,14.278
vandetanib,30,nM,hERG,-4.625
vandetanib,30,nM,hERG,3.409
vandetanib,300,nM,hERG,19.287
vandetanib,3000,nM,INa,27.851
vandetanib,30,nM,hERG,13.447
vandetanib,300,nM,hERG,34.29
vandetanib,300,nM,ICaL,-17.273
vandetanib,300,nM,hERG,88.258
vandetanib,300,nM,hERG,41.102
vandetanib,300,nM,ICaL,-4.822
vandetanib,16800,nM,hERG,110.599
vandetanib,3000,nM,hERG,96.737
vandetanib,16800,nM,hERG,104.375
vandetanib,16800,nM,hERG,109.053
vandetanib,3000,nM,INa,12.022
vandetanib,3000,nM,INa,2.694
vandetanib,16800,nM,INa,93.703
vandetanib,3000,nM,hERG,96.265
vandetanib,3000,nM,hERG,0
vandetanib,30,nM,INa,-15.017
vandetanib,300,nM,INa,-3.574
vandetanib,300,nM,INa,-2.65
vandetanib,300,nM,INa,-1.326
vandetanib,16800,nM,INa,93.478
vandetanib,3000,nM,hERG,97.811
vandetanib,16800,nM,INa,90.873
vandetanib,16800,nM,INa,89.599
tamoxifen,21,nM,ICaL,-9.886
tamoxifen,21,nM,ICaL,-10.255
tamoxifen,21,nM,ICaL,18.387
tamoxifen,10000,nM,ICaL,103.85
tamoxifen,210,nM,INaL,-7.371
tamoxifen,210,nM,INaL,13.63
tamoxifen,210,nM,INaL,18.252
tamoxifen,21,nM,ICaL,-6.759
tamoxifen,210,nM,ICaL,-9.364
tamoxifen,210,nM,ICaL,-15.707
tamoxifen,210,nM,ICaL,-24.837
tamoxifen,2100,nM,ICaL,23.77
tamoxifen,10000,nM,ICaL,91.432
tamoxifen,10000,nM,hERG,102.808
tamoxifen,10000,nM,ICaL,108.851
tamoxifen,2100,nM,INaL,1.448
tamoxifen,2100,nM,INaL,10.97
tamoxifen,10000,nM,hERG,105.48
tamoxifen,2100,nM,INaL,18.79
tamoxifen,210,nM,ICaL,4.686
tamoxifen,2100,nM,ICaL,9.384
tamoxifen,2100,nM,INaL,1.02
tamoxifen,10000,nM,INaL,92.212
tamoxifen,2100,nM,hERG,50.453
tamoxifen,10000,nM,hERG,99.353
tamoxifen,210,nM,INaL,6.704
tamoxifen,210,nM,INa,-11.478
tamoxifen,2100,nM,INa,-1.508
tamoxifen,10000,nM,ICaL,97.021
tamoxifen,2100,nM,INa,4.424
tamoxifen,2100,nM,INa,5.389
tamoxifen,10000,nM,INa,49.379
tamoxifen,10000,nM,INaL,91.809
tamoxifen,10000,nM,INaL,96.921
tamoxifen,2100,nM,ICaL,-3.528
tamoxifen,2100,nM,hERG,54.098
tamoxifen,2100,nM,hERG,46.893
tamoxifen,21,nM,INaL,2.519
tamoxifen,21,nM,INaL,8.921
tamoxifen,210,nM,INa,4.173
tamoxifen,21,nM,hERG,-0.267
tamoxifen,2100,nM,INa,3.251
tamoxifen,21,nM,hERG,-6.682
tamoxifen,21,nM,hERG,8.52
tamoxifen,210,nM,hERG,-7.358
tamoxifen,10000,nM,INa,49.536
tamoxifen,10000,nM,INa,57.642
tamoxifen,10000,nM,INaL,91.302
tamoxifen,21,nM,INaL,3.824
tamoxifen,21,nM,INaL,2.984
tamoxifen,21,nM,INa,-5.893
tamoxifen,21,nM,INa,1.96
tamoxifen,210,nM,INa,8.237
tamoxifen,210,nM,INa,2.896
tamoxifen,10000,nM,hERG,100.556
tamoxifen,210,nM,hERG,10.801
tamoxifen,10000,nM,INa,61.022
tamoxifen,2100,nM,hERG,42.16
tamoxifen,210,nM,hERG,-1.955
tamoxifen,21,nM,hERG,-4.283
tamoxifen,210,nM,hERG,17.976
tamoxifen,21,nM,INa,-5.271
tamoxifen,21,nM,INa,0.088
risperidone,2,nM,ICaL,9.854
risperidone,2,nM,ICaL,8.232
risperidone,2,nM,INaL,-19.958
risperidone,2,nM,ICaL,-41.84
risperidone,2,nM,INaL,15.491
risperidone,20,nM,INa,-0.984
risperidone,2,nM,INaL,2.519
risperidone,2,nM,INaL,18.844
risperidone,200,nM,INa,0.173
risperidone,2,nM,ICaL,-9.763
risperidone,200,nM,INa,-6.308
risperidone,200,nM,INa,-16.562
risperidone,2,nM,INa,-6.723
risperidone,2,nM,INa,-5.668
risperidone,2,nM,INa,-14.792
risperidone,2,nM,INa,-2.206
risperidone,20,nM,INa,-7.3
risperidone,20,nM,INa,4.782
risperidone,20,nM,INa,-8.861
risperidone,2,nM,hERG,3.219
risperidone,20,nM,INaL,-7.114
risperidone,20,nM,INaL,-14.777
risperidone,20,nM,INaL,-2.813
risperidone,200,nM,INa,-15.421
risperidone,2000,nM,INa,-2.262
risperidone,2000,nM,INa,-5.381
risperidone,20,nM,ICaL,-7.029
risperidone,20,nM,ICaL,-3.328
risperidone,20,nM,ICaL,-18.105
risperidone,20,nM,ICaL,-3.292
risperidone,2000,nM,INaL,32.862
risperidone,200,nM,ICaL,-7.461
risperidone,200,nM,ICaL,-30.683
risperidone,2,nM,hERG,-6.677
risperidone,2,nM,hERG,1.9
risperidone,2,nM,hERG,18.449
risperidone,20,nM,INaL,8.715
risperidone,200,nM,INaL,3.418
risperidone,200,nM,INaL,8.749
risperidone,200,nM,INaL,-15.563
risperidone,200,nM,INaL,1.293
risperidone,2000,nM,INaL,30.717
risperidone,2000,nM,INa,-2.275
risperidone,200,nM,hERG,73.34
risperidone,200,nM,hERG,77.106
risperidone,2000,nM,INaL,24.486
risperidone,200,nM,ICaL,-1.834
risperidone,2000,nM,ICaL,1.893
risperidone,2000,nM,ICaL,-12.304
risperidone,2000,nM,ICaL,4.38
risperidone,2000,nM,ICaL,28.058
risperidone,20,nM,hERG,14.419
risperidone,20,nM,hERG,14.579
risperidone,20,nM,hERG,15.657
risperidone,2000,nM,INa,1.8
risperidone,2000,nM,INaL,20.213
risperidone,20,nM,hERG,26.323
risperidone,2000,nM,hERG,101.306
risperidone,2000,nM,hERG,102.483
risperidone,2000,nM,hERG,96.573
risperidone,2000,nM,hERG,102.509
risperidone,200,nM,hERG,71.556
risperidone,200,nM,hERG,72.126
azimilide,3000,nM,ICaL,1.951
azimilide,18000,nM,ICaL,82.751
azimilide,30,nM,ICaL,13.13
azimilide,30,nM,ICaL,-0.691
azimilide,30,nM,ICaL,-2.219
azimilide,18000,nM,ICaL,84.474
azimilide,3000,nM,hERG,100.121
azimilide,3000,nM,hERG,101.582
azimilide,300,nM,ICaL,-13.681
azimilide,300,nM,ICaL,6.766
azimilide,3000,nM,ICaL,21
azimilide,18000,nM,ICaL,85.711
azimilide,18000,nM,ICaL,67.587
azimilide,3000,nM,INa,3.821
azimilide,30,nM,ICaL,-5.918
azimilide,3000,nM,INa,19.834
azimilide,3000,nM,INa,-12.474
azimilide,300,nM,ICaL,-14.332
azimilide,3000,nM,hERG,97.752
azimilide,18000,nM,INa,48.359
azimilide,18000,nM,INa,50.823
azimilide,3000,nM,ICaL,-6.729
azimilide,3000,nM,ICaL,0
azimilide,18000,nM,hERG,101.836
azimilide,18000,nM,hERG,107.339
azimilide,18000,nM,hERG,106.227
azimilide,300,nM,INa,-2.131
azimilide,3000,nM,INa,-6.484
azimilide,300,nM,INaL,-3.938
azimilide,300,nM,INaL,2.019
azimilide,18000,nM,INa,46.115
azimilide,18000,nM,INa,44.91
azimilide,30,nM,INa,-4.885
azimilide,30,nM,INa,-8.653
azimilide,3000,nM,hERG,95.766
azimilide,18000,nM,hERG,103.519
azimilide,18000,nM,INaL,89.609
azimilide,18000,nM,INaL,88.27
azimilide,300,nM,INa,-10.726
azimilide,30,nM,INaL,5.016
azimilide,300,nM,INaL,-4.156
azimilide,30,nM,hERG,23.445
azimilide,30,nM,hERG,17.978
azimilide,300,nM,INaL,1.744
azimilide,3000,nM,INaL,47.197
azimilide,3000,nM,INaL,45.974
azimilide,3000,nM,INaL,41.179
azimilide,18000,nM,INaL,84.334
azimilide,18000,nM,INaL,89.054
azimilide,300,nM,INa,-4.911
azimilide,300,nM,INa,-8.817
azimilide,30,nM,INaL,-3.176
azimilide,30,nM,hERG,18.862
azimilide,30,nM,INaL,11.053
azimilide,300,nM,hERG,72.221
azimilide,300,nM,hERG,69.031
azimilide,3000,nM,INaL,42.107
azimilide,30,nM,hERG,21.27
azimilide,30,nM,INa,-8.965
azimilide,30,nM,INaL,8.201
azimilide,30,nM,INa,-1.323
azimilide,300,nM,hERG,67.528
azimilide,300,nM,hERG,73.441
astemizole,0.3,nM,hERG,-6.343
astemizole,0.3,nM,ICaL,5.559
astemizole,3000,nM,hERG,102.313
astemizole,0.3,nM,ICaL,-6.667
astemizole,0.3,nM,hERG,0.945
astemizole,0.3,nM,hERG,-4.724
astemizole,3000,nM,hERG,103.08
astemizole,0.3,nM,hERG,-9.33
astemizole,3,nM,ICaL,-2.457
astemizole,3,nM,ICaL,4.551
astemizole,0.3,nM,ICaL,5.524
astemizole,0.3,nM,ICaL,-1.575
astemizole,300,nM,hERG,99.894
astemizole,300,nM,hERG,96.456
astemizole,3,nM,INa,-4.37
astemizole,3,nM,INa,-10.537
astemizole,3,nM,INa,-11.391
astemizole,300,nM,INa,-6.847
astemizole,3,nM,hERG,10.206
astemizole,3,nM,hERG,-1.155
astemizole,3,nM,hERG,5.836
astemizole,3,nM,hERG,0.452
astemizole,300,nM,hERG,98.068
astemizole,300,nM,hERG,94.028
astemizole,3000,nM,INa,79.287
astemizole,3,nM,ICaL,-21.204
astemizole,300,nM,ICaL,-0.742
astemizole,300,nM,ICaL,-11.842
astemizole,3000,nM,hERG,103.213
astemizole,3000,nM,hERG,104.594
astemizole,300,nM,INa,-11.702
astemizole,300,nM,INa,-3.775
astemizole,3000,nM,INa,61.622
astemizole,3000,nM,INa,72.466
astemizole,3000,nM,INa,78.444
astemizole,0.3,nM,INa,-7.686
astemizole,0.3,nM,INa,-2.742
astemizole,0.3,nM,INa,-5.029
astemizole,0.3,nM,INaL,-9.641
astemizole,0.3,nM,INaL,3.161
astemizole,0.3,nM,INaL,6.742
astemizole,3,nM,INaL,0.707
astemizole,3,nM,INaL,8.167
astemizole,3,nM,INaL,-10.967
astemizole,3,nM,INaL,10.516
astemizole,300,nM,INaL,12.19
astemizole,0.3,nM,INa,-3.595
astemizole,300,nM,INaL,17.546
astemizole,300,nM,INaL,5.947
astemizole,3000,nM,INaL,95.817
astemizole,3000,nM,INaL,95.637
astemizole,3000,nM,INaL,95.637
astemizole,3000,nM,INaL,93.924
astemizole,300,nM,ICaL,28.794
astemizole,3000,nM,ICaL,78.913
astemizole,3000,nM,ICaL,97.209
astemizole,3000,nM,ICaL,94.318
astemizole,3000,nM,ICaL,100.443
astemizole,300,nM,INaL,11.929
ibutilide,10000,nM,hERG,102.662
ibutilide,10,nM,INa,5.678
ibutilide,10000,nM,hERG,102.38
ibutilide,10,nM,hERG,95.501
ibutilide,10,nM,hERG,96.474
ibutilide,10000,nM,ICaL,7.571
ibutilide,10000,nM,ICaL,25.9
ibutilide,10000,nM,ICaL,23.623
ibutilide,100,nM,hERG,102.718
ibutilide,100,nM,hERG,101.564
ibutilide,100,nM,hERG,104.698
ibutilide,1000,nM,hERG,102.41
ibutilide,1000,nM,hERG,103.975
ibutilide,1000,nM,hERG,102.169
ibutilide,1000,nM,hERG,101.382
ibutilide,10000,nM,hERG,102.361
ibutilide,10000,nM,hERG,104.157
ibutilide,1000,nM,ICaL,11.229
ibutilide,10000,nM,ICaL,43.493
ibutilide,10,nM,hERG,96.716
ibutilide,100,nM,hERG,101.379
ibutilide,10,nM,ICaL,-12.945
ibutilide,10,nM,ICaL,-30.677
ibutilide,10,nM,ICaL,-8.204
ibutilide,100,nM,ICaL,-26.291
ibutilide,10,nM,INa,1.806
ibutilide,10,nM,INa,-8.01
ibutilide,10,nM,INa,27.751
ibutilide,100,nM,INa,-0.449
ibutilide,100,nM,INa,5.284
ibutilide,100,nM,INa,-3.809
ibutilide,100,nM,INa,13.875
ibutilide,10,nM,hERG,95.016
ibutilide,10,nM,ICaL,9.524
ibutilide,100,nM,INaL,17.015
ibutilide,100,nM,INaL,20.154
ibutilide,100,nM,INaL,-1.456
ibutilide,1000,nM,INaL,44.101
ibutilide,100,nM,ICaL,1.719
ibutilide,100,nM,ICaL,-0.416
ibutilide,1000,nM,ICaL,8.67
ibutilide,1000,nM,ICaL,-4.607
ibutilide,1000,nM,ICaL,7.449
ibutilide,10,nM,INaL,-0.084
ibutilide,10,nM,INaL,7.543
ibutilide,100,nM,INaL,17.639
ibutilide,1000,nM,INaL,58.646
ibutilide,1000,nM,INaL,54.964
ibutilide,1000,nM,INa,-0.557
ibutilide,10,nM,INaL,-1.977
ibutilide,10,nM,INaL,0.655
ibutilide,1000,nM,INaL,57.961
ibutilide,10000,nM,INaL,93.698
ibutilide,10000,nM,INa,57.689
ibutilide,1000,nM,INa,2.119
ibutilide,10000,nM,INaL,89.429
ibutilide,10000,nM,INa,57.489
ibutilide,10000,nM,INaL,94.277
ibutilide,1000,nM,INa,58.338
ibutilide,10000,nM,INaL,94.911
ibutilide,10000,nM,INa,54.737
metoprolol,18000,nM,INaL,35.128
metoprolol,18000,nM,INaL,36.7
metoprolol,18000,nM,INaL,39.74
metoprolol,1800,nM,INaL,19.144
metoprolol,180000,nM,INaL,86.389
metoprolol,18000,nM,INaL,41.868
metoprolol,180000,nM,INaL,83.135
metoprolol,180000,nM,ICaL,46.743
metoprolol,180000,nM,ICaL,41.3
metoprolol,1800,nM,hERG,17.554
metoprolol,438000,nM,hERG,99.968
metoprolol,18000,nM,hERG,54.94
metoprolol,18000,nM,hERG,50.39
metoprolol,438000,nM,ICaL,41.882
metoprolol,438000,nM,ICaL,35.114
metoprolol,438000,nM,INaL,91.956
metoprolol,438000,nM,INaL,96.53
metoprolol,180000,nM,INaL,87.703
metoprolol,180000,nM,INaL,84.334
metoprolol,438000,nM,hERG,99.989
metoprolol,1800,nM,INaL,23.374
metoprolol,1800,nM,hERG,16.661
metoprolol,1800,nM,hERG,10.492
metoprolol,1800,nM,hERG,22.694
metoprolol,438000,nM,ICaL,57.455
metoprolol,438000,nM,ICaL,70.076
metoprolol,18000,nM,hERG,50.445
metoprolol,18000,nM,hERG,57.619
metoprolol,180000,nM,hERG,96.249
metoprolol,180000,nM,hERG,93.527
metoprolol,438000,nM,INaL,91.762
metoprolol,438000,nM,INaL,87.512
metoprolol,1800,nM,INaL,4.766
metoprolol,180000,nM,ICaL,21.839
metoprolol,1800,nM,INa,-5.856
metoprolol,18000,nM,INa,6.957
metoprolol,438000,nM,hERG,102.712
metoprolol,1800,nM,ICaL,-3.187
metoprolol,1800,nM,ICaL,-12
metoprolol,1800,nM,ICaL,-0.523
metoprolol,1800,nM,ICaL,-3.844
metoprolol,18000,nM,ICaL,-7.006
metoprolol,180000,nM,hERG,97.074
metoprolol,180000,nM,hERG,91.733
metoprolol,180000,nM,ICaL,31.423
metoprolol,1800,nM,INaL,30.39
metoprolol,180000,nM,INa,49.037
metoprolol,438000,nM,hERG,103.522
metoprolol,18000,nM,INa,4.441
metoprolol,18000,nM,ICaL,6.655
metoprolol,180000,nM,INa,54.152
metoprolol,180000,nM,INa,58.357
metoprolol,180000,nM,INa,57.991
metoprolol,1800,nM,INa,-0.556
metoprolol,18000,nM,ICaL,15.408
metoprolol,438000,nM,INa,75.025
metoprolol,438000,nM,INa,81.646
metoprolol,438000,nM,INa,67.458
metoprolol,438000,nM,INa,73.947
metoprolol,18000,nM,INa,22.251
droperidol,16,nM,INaL,3.003
droperidol,16,nM,INaL,21.795
droperidol,16,nM,INa,-4.364
droperidol,16,nM,INa,-9.899
droperidol,160,nM,INaL,11.442
droperidol,160,nM,INaL,27.992
droperidol,160,nM,INaL,11.855
droperidol,160,nM,INaL,27.531
droperidol,1600,nM,INaL,77.389
droperidol,16,nM,INa,10.442
droperidol,16000,nM,INaL,98.205
droperidol,16000,nM,INaL,97.193
droperidol,16,nM,INaL,12.096
droperidol,16,nM,INaL,14.265
droperidol,16,nM,hERG,26.202
droperidol,16,nM,hERG,21.891
droperidol,16,nM,hERG,24.131
droperidol,16,nM,hERG,28.973
droperidol,160,nM,hERG,76.2
droperidol,160,nM,hERG,86.215
droperidol,1600,nM,INaL,82.793
droperidol,1600,nM,INaL,69.072
droperidol,1600,nM,INaL,78.56
droperidol,1600,nM,hERG,100.207
droperidol,1600,nM,hERG,101.016
droperidol,1600,nM,hERG,101.976
droperidol,16,nM,INa,-0.644
droperidol,160,nM,INa,-3.662
droperidol,160,nM,INa,6.166
droperidol,160,nM,INa,-8.326
droperidol,160,nM,INa,-6.472
droperidol,16,nM,ICaL,17.351
droperidol,16,nM,ICaL,15.524
droperidol,16,nM,ICaL,-6.79
droperidol,160,nM,hERG,78.784
droperidol,160,nM,hERG,80.743
droperidol,160,nM,ICaL,6.324
droperidol,160,nM,ICaL,5.003
droperidol,160,nM,ICaL,8.211
droperidol,16000,nM,INaL,90.276
droperidol,16000,nM,INaL,101.416
droperidol,1600,nM,ICaL,13.098
droperidol,1600,nM,ICaL,14.264
droperidol,16000,nM,ICaL,82.391
droperidol,16000,nM,ICaL,69.591
droperidol,16000,nM,ICaL,57.858
droperidol,16000,nM,ICaL,59.568
droperidol,1600,nM,INa,7.988
droperidol,16,nM,ICaL,16.991
droperidol,1600,nM,INa,14.493
droperidol,1600,nM,INa,35.478
droperidol,16000,nM,INa,58.328
droperidol,160,nM,ICaL,-1.575
droperidol,1600,nM,ICaL,27.923
droperidol,1600,nM,ICaL,18.764
droperidol,16000,nM,hERG,103.437
droperidol,16000,nM,hERG,101.49
droperidol,16000,nM,hERG,104.132
droperidol,16000,nM,hERG,103.143
droperidol,1600,nM,INa,6.9
droperidol,1600,nM,hERG,102.513
droperidol,16000,nM,INa,71.457
droperidol,16000,nM,INa,64.226
droperidol,16000,nM,INa,74.701
domperidone,20000,nM,ICaL,86.823
domperidone,200,nM,INaL,24.995
domperidone,200,nM,ICaL,12.604
domperidone,200,nM,ICaL,-3.827
domperidone,200,nM,ICaL,6.199
domperidone,2000,nM,ICaL,14.407
domperidone,20000,nM,ICaL,46.279
domperidone,20000,nM,ICaL,51.618
domperidone,20000,nM,ICaL,59.614
domperidone,200,nM,INaL,14.007
domperidone,20,nM,ICaL,30.971
domperidone,2000,nM,INaL,74.885
domperidone,2000,nM,INaL,76.889
domperidone,2000,nM,INaL,72.58
domperidone,200,nM,ICaL,-5.93
domperidone,2000,nM,ICaL,13.611
domperidone,2000,nM,ICaL,11.849
domperidone,2000,nM,ICaL,-11.235
domperidone,20000,nM,INaL,96.73
domperidone,20000,nM,hERG,105.488
domperidone,20000,nM,hERG,101.695
domperidone,20000,nM,hERG,104.193
domperidone,20000,nM,hERG,110.689
domperidone,20,nM,hERG,47.079
domperidone,20,nM,ICaL,-13.807
domperidone,20,nM,ICaL,7.572
domperidone,20,nM,ICaL,-5.929
domperidone,2000,nM,INaL,80.39
domperidone,20000,nM,INaL,99.816
domperidone,20000,nM,INaL,81.306
domperidone,20000,nM,INaL,94.203
